Modern Venus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sup conj,,,,greatest elong (east),,,,first station,,,,inf conj,,,,second station,,,,greatest elong(west),,,,Sup conj,greatest elong (east),first station,inf conj,second station,greatest elong(west),Sup conj,,,,greatest elong (east),,,,first station,,,,inf conj,,,,second station,,,,greatest elong (west),,,,,greatest elongations,,,Sup conj,greatest elong (east),first station,inf conj,second station,greatest elong(west),Sup conj,,,,greatest elong (east),,,,first station,,,,inf conj,,,,second station,,,,greatest elong (west),,,,,greatest elong(west),Sup conj,greatest elong (east),first station,inf conj,second station,greatest elong(west),Sup conj,,,,greatest elong (east),,,,first station,,,,inf conj,,,,second station,,,,greatest elong (west),,,,,,,,,
-352,9,26,8.44153,-351,4,27,16.53262,-351,6,19,11.03079,-351,7,10,1.42584,-351,8,1,10.2125,-351,9,19,0.12966,1592758.76863,1592972.10576,1593024.87651,1593045.47631,1593067.84242,1593116.4223,180.42499,180.42499,178.6109,180.42499,76.88088,30.69999,31.75061,30.69999,110.56517,82.7133,82.0352,82.7133,103.01741,103.01742,101.73294,103.01742,94.29302,125.0625,123.28953,125.0625,124.57757,172.94509,171.02755,172.94509,,46.180890000000005,-48.36752,,1592758.76863,1592972.10576,1593024.87651,1593045.47631,1593067.84242,1593116.4223,180.42499,180.42499,178.6109,180.42499,76.88088,30.69999,31.75061,30.69999,110.56517,82.7133,82.0352,82.7133,103.01741,103.01742,101.73294,103.01742,94.29302,125.0625,123.28953,125.0625,124.57757,172.94509,171.02755,172.94509,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3583302438262566e-05,-2.483337016404019e-05,-1.775019632280217e-05,-2.4000069290402992e-05,-2.316653558612214e-05,-2.149993383884774e-05
-350,4,29,19.14093,-350,12,13,21.32885,-349,1,28,17.72303,-349,2,20,2.38678,-349,3,11,20.32059,-349,5,4,3.99739,1593339.21444,1593567.3056,1593613.15536,1593635.51635,1593655.26359,1593708.58346,32.53939,32.53939,33.53636,32.53939,304.97278,257.35665,257.866,257.35665,333.62186,302.54831,304.30233,302.54831,324.58832,324.58834,326.5853,324.58834,317.27823,344.05214,346.0142,344.05214,351.68961,36.60668,37.47227,36.60668,,47.61613,-44.91706999999997,,1593339.21444,1593567.3056,1593613.15536,1593635.51635,1593655.26359,1593708.58346,32.53939,32.53939,33.53636,32.53939,304.97278,257.35665,257.866,257.35665,333.62186,302.54831,304.30233,302.54831,324.58832,324.58834,326.5853,324.58834,317.27823,344.05214,346.0142,344.05214,351.68961,36.60668,37.47227,36.60668,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5249904185536964e-05,-2.1916700690988167e-05,-2.4416603311899765e-05,-2.483337016404019e-05,-2.2750001564625366e-05,-2.6083437889817818e-05
-349,12,4,14.40216,-348,7,8,22.60574,-348,8,31,3.33403,-348,9,19,18.02271,-348,10,11,18.65078,-348,11,26,14.33749,1593923.01699,1594140.3588,1594193.55582,1594213.16784,1594235.19401,1594281.01429,247.96234,247.96235,248.13904,247.96235,146.7879,102.18455,100.92174,102.18455,180.9573,154.618,152.59383,154.618,173.94852,173.94853,172.04076,173.94853,165.3827,195.65855,194.1451,195.65855,193.96051,240.82115,240.74002,240.82115,,44.603350000000006,-46.86063999999999,,1593923.01699,1594140.3588,1594193.55582,1594213.16784,1594235.19401,1594281.01429,247.96234,247.96235,248.13904,247.96235,146.7879,102.18455,100.92174,102.18455,180.9573,154.618,152.59383,154.618,173.94852,173.94853,172.04076,173.94853,165.3827,195.65855,194.1451,195.65855,193.96051,240.82115,240.74002,240.82115,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.399983645975934e-05,-1.8166730344298943e-05,-2.6083205059174164e-05,-1.7749963492158516e-05,-1.8166730344298943e-05,-1.858349719643937e-05
-347,7,14,15.47205,-346,2,18,6.84477,-346,4,8,8.80601,-346,4,30,9.30304,-346,5,21,10.63162,-346,7,13,12.51181,1594511.06157,1594729.7021,1594778.78382,1594800.80452,1594821.85988,1594874.93822,107.56645,107.56645,106.15908,107.56645,11.01242,323.06873,325.05725,323.06873,41.80413,11.44595,12.99079,11.44595,33.15059,33.15059,34.11777,33.15059,25.207,53.90373,54.19856,53.90373,59.16273,106.22021,104.84635,106.22021,,47.943690000000004,-47.05747999999999,,1594511.06157,1594729.7021,1594778.78382,1594800.80452,1594821.85988,1594874.93822,107.56645,107.56645,106.15908,107.56645,11.01242,323.06873,325.05725,323.06873,41.80413,11.44595,12.99079,11.44595,33.15059,33.15059,34.11777,33.15059,25.207,53.90373,54.19856,53.90373,59.16273,106.22021,104.84635,106.22021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5249904185536964e-05,-2.5250137016180618e-05,-2.6916738763455017e-05,-1.7333429470661743e-05,-1.983333209157334e-05,-1.8583264365795715e-05
-345,2,12,3.50409,-345,9,27,6.15098,-345,11,15,0.67024,-345,12,5,16.89642,-345,12,25,21.05821,-344,2,13,4.75561,1595088.5629,1595315.67319,1595364.44482,1595385.12092,1595405.29432,1595454.61505,316.77864,316.77864,318.7182,316.77864,225.85773,180.6291,178.81558,180.6291,256.91935,228.7007,228.18278,228.7007,249.08001,249.08001,249.29076,249.08001,241.56409,268.96386,269.85858,268.96386,273.06011,317.57667,319.52098,317.57667,,45.22863000000001,-44.51655999999997,,1595088.5629,1595315.67319,1595364.44482,1595385.12092,1595405.29432,1595454.61505,316.77864,316.77864,318.7182,316.77864,225.85773,180.6291,178.81558,180.6291,256.91935,228.7007,228.18278,228.7007,249.08001,249.08001,249.29076,249.08001,241.56409,268.96386,269.85858,268.96386,273.06011,317.57667,319.52098,317.57667,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0250098943713768e-05,-2.3166768416765793e-05,-1.7333429470661743e-05,-2.649997191131459e-05,-1.858349719643937e-05,-2.3583302438262566e-05
-344,9,24,1.80212,-343,4,25,8.97699,-343,6,17,2.59578,-343,7,7,17.90277,-343,7,30,1.95707,-343,9,16,21.18112,1595678.49199,1595891.79094,1595944.52506,1595965.16285,1595987.49844,1596036.29944,178.24019,178.24019,176.38804,178.24019,74.71978,28.47757,29.58555,28.47757,108.3788,80.45477,79.84663,80.45477,100.79632,100.79633,99.56632,100.79633,92.08203,122.81134,121.06956,122.81134,122.53752,170.91188,168.96512,170.91188,,46.24221,-48.374359999999996,,1595678.49199,1595891.79094,1595944.52506,1595965.16285,1595987.49844,1596036.29944,178.24019,178.24019,176.38804,178.24019,74.71978,28.47757,29.58555,28.47757,108.3788,80.45477,79.84663,80.45477,100.79632,100.79633,99.56632,100.79633,92.08203,122.81134,121.06956,122.81134,122.53752,170.91188,168.96512,170.91188,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.566667103767739e-05,-2.2750001564625366e-05,-2.649997191131459e-05,-2.5249904185536964e-05,-1.9416565239432915e-05,-1.733319664001809e-05
-342,4,27,6.86481,-342,12,11,12.70965,-341,1,26,9.95936,-341,2,17,17.56348,-341,3,9,11.07164,-341,5,1,18.65035,1596258.70293,1596486.94647,1596532.83187,1596555.14871,1596574.87822,1596628.194,30.1231,30.1231,31.18613,30.1231,302.64798,255.09055,255.51483,255.09055,331.33687,300.31734,302.03162,300.31734,322.31385,322.31386,324.29895,322.31386,315.01161,341.76018,343.73694,341.76018,349.44614,34.31069,35.24702,34.31069,,47.55743000000001,-44.86455000000001,,1596258.70293,1596486.94647,1596532.83187,1596555.14871,1596574.87822,1596628.194,30.1231,30.1231,31.18613,30.1231,302.64798,255.09055,255.51483,255.09055,331.33687,300.31734,302.03162,300.31734,322.31385,322.31386,324.29895,322.31386,315.01161,341.76018,343.73694,341.76018,349.44614,34.31069,35.24702,34.31069,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0249866113070114e-05,-2.5250137016180618e-05,-2.0666865795854195e-05,-2.2333467543128593e-05,-2.566667103767739e-05,-2.6083205059174164e-05
-341,12,2,8.3183,-340,7,6,11.51172,-340,8,28,15.95311,-340,9,17,6.646,-340,10,9,8.88702,-340,11,24,2.6425,1596842.76349,1597059.89655,1597113.08161,1597132.69381,1597154.78719,1597200.527,245.80037,245.80037,245.89168,245.80037,144.44506,99.81682,98.62156,99.81682,178.57337,152.23849,150.21373,152.23849,171.56918,171.56919,169.63235,171.56919,162.97907,193.34545,191.77613,193.34545,191.47503,238.42873,238.25497,238.42873,,44.628240000000005,-46.9537,,1596842.76349,1597059.89655,1597113.08161,1597132.69381,1597154.78719,1597200.527,245.80037,245.80037,245.89168,245.80037,144.44506,99.81682,98.62156,99.81682,178.57337,152.23849,150.21373,152.23849,171.56918,171.56919,169.63235,171.56919,162.97907,193.34545,191.77613,193.34545,191.47503,238.42873,238.25497,238.42873,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8166730344298943e-05,-1.9000031217936142e-05,-2.1083399817350967e-05,-1.7333429470661743e-05,-2.1500166669491394e-05,-1.983333209157334e-05
-339,7,12,4.03931,-338,2,16,4.37513,-338,4,6,1.12977,-338,4,28,3.19373,-338,5,19,3.00814,-338,7,11,6.08352,1597430.5852,1597649.5992,1597698.46397,1597720.54997,1597741.54224,1597794.67038,105.1848,105.1848,103.84239,105.1848,9.03524,321.05519,323.03543,321.05519,39.67335,9.21858,10.82068,9.21858,30.98757,30.98757,32.03225,30.98757,23.07899,51.67853,52.06262,51.67853,57.06796,104.0441,102.73486,104.0441,,47.980050000000006,-46.97614,,1597430.5852,1597649.5992,1597698.46397,1597720.54997,1597741.54224,1597794.67038,105.1848,105.1848,103.84239,105.1848,9.03524,321.05519,323.03543,321.05519,39.67335,9.21858,10.82068,9.21858,30.98757,30.98757,32.03225,30.98757,23.07899,51.67853,52.06262,51.67853,57.06796,104.0441,102.73486,104.0441,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.941679807007657e-05,-2.6916738763455017e-05,-2.0249866113070114e-05,-2.1916700690988167e-05,-2.483337016404019e-05,-2.4000069290402992e-05
-337,2,9,17.82001,-337,9,24,13.56587,-337,11,12,12.64243,-337,12,3,3.98419,-337,12,23,8.54828,-336,2,10,13.26283,1598008.1594,1598234.98214,1598283.94367,1598304.58291,1598324.77308,1598373.96952,314.46881,314.46881,316.39024,314.46881,223.19828,178.03586,176.18473,178.03586,254.42793,226.29462,225.69444,226.29462,246.63761,246.63761,246.76375,246.63761,239.09201,266.53798,267.35533,266.53798,270.4736,315.02828,316.95328,315.02828,,45.16242,-44.55468000000002,,1598008.1594,1598234.98214,1598283.94367,1598304.58291,1598324.77308,1598373.96952,314.46881,314.46881,316.39024,314.46881,223.19828,178.03586,176.18473,178.03586,254.42793,226.29462,225.69444,226.29462,246.63761,246.63761,246.76375,246.63761,239.09201,266.53798,267.35533,266.53798,270.4736,315.02828,316.95328,315.02828,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3583302438262566e-05,-1.9416565239432915e-05,-2.6083205059174164e-05,-2.6083437889817818e-05,-2.566667103767739e-05,-2.6083437889817818e-05
-336,9,21,17.85846,-335,4,23,2.67118,-335,6,14,18.71571,-335,7,5,10.77228,-335,7,27,18.19559,-335,9,14,18.52502,1598598.161,1598811.5282,1598864.19672,1598884.86574,1598907.17505,1598956.18877,176.00184,176.00184,174.12469,176.00184,72.62847,26.30648,27.48817,26.30648,106.21686,78.21903,77.70029,78.21903,98.59137,98.59138,97.43642,98.59138,89.89821,120.58047,118.89308,120.58047,120.5334,168.89068,166.93402,168.89068,,46.32198999999999,-48.35728,,1598598.161,1598811.5282,1598864.19672,1598884.86574,1598907.17505,1598956.18877,176.00184,176.00184,174.12469,176.00184,72.62847,26.30648,27.48817,26.30648,106.21686,78.21903,77.70029,78.21903,98.59137,98.59138,97.43642,98.59138,89.89821,120.58047,118.89308,120.58047,120.5334,168.89068,166.93402,168.89068,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1500166669491394e-05,-2.483337016404019e-05,-2.2750001564625366e-05,-1.9000031217936142e-05,-2.4416603311899765e-05,-1.816649751365529e-05
-334,4,24,17.19836,-334,12,9,3.46305,-333,1,24,2.08835,-333,2,15,8.41846,-333,3,7,1.96153,-333,4,29,8.79601,1599178.1335,1599406.56119,1599452.50391,1599474.76767,1599494.49863,1599547.7834,27.64973,27.64973,28.7933,27.64973,300.29842,252.7987,253.1421,252.7987,329.03554,298.08198,299.75506,298.08198,320.02617,320.02617,321.99855,320.02617,312.73709,339.47392,341.4687,339.47392,347.19094,31.99387,33.01118,31.99387,,47.499720000000025,-44.80293,,1599178.1335,1599406.56119,1599452.50391,1599474.76767,1599494.49863,1599547.7834,27.64973,27.64973,28.7933,27.64973,300.29842,252.7987,253.1421,252.7987,329.03554,298.08198,299.75506,298.08198,320.02617,320.02617,321.99855,320.02617,312.73709,339.47392,341.4687,339.47392,347.19094,31.99387,33.01118,31.99387,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.566667103767739e-05,-2.0250098943713768e-05,-1.9416565239432915e-05,-2.483337016404019e-05,-2.3583302438262566e-05,-2.3583302438262566e-05
-333,11,30,1.5498,-332,7,3,23.26373,-332,8,26,4.2627,-332,9,14,19.66406,-332,10,6,22.82693,-332,11,21,16.01944,1599762.48147,1599979.38622,1600032.59451,1600052.23623,1600074.36802,1600120.08437,243.61029,243.61029,243.62427,243.61029,142.06126,97.4017,96.28123,97.4017,176.20707,149.84627,147.82972,149.84627,169.20606,169.20607,167.25144,169.20607,160.5933,191.02018,189.40492,191.02018,189.04256,236.08035,235.82434,236.08035,,44.65956,-47.03779,,1599762.48147,1599979.38622,1600032.59451,1600052.23623,1600074.36802,1600120.08437,243.61029,243.61029,243.62427,243.61029,142.06126,97.4017,96.28123,97.4017,176.20707,149.84627,147.82972,149.84627,169.20606,169.20607,167.25144,169.20607,160.5933,191.02018,189.40492,191.02018,189.04256,236.08035,235.82434,236.08035,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9000031217936142e-05,-2.1916700690988167e-05,-2.149993383884774e-05,-1.816649751365529e-05,-2.1916700690988167e-05,-1.7333429470661743e-05
-331,7,9,16.43866,-330,2,14,0.48647,-330,4,3,17.38971,-330,4,25,20.90533,-330,5,16,18.89904,-330,7,8,23.136,1600350.10184,1600569.43717,1600618.14147,1600640.28795,1600661.20436,1600714.3809,102.79627,102.79627,101.52189,102.79627,6.9918,318.98338,320.9493,318.98338,37.53151,6.9886,8.63778,6.9886,28.8172,28.81721,29.92891,28.81721,20.93527,49.43339,49.89606,49.43339,54.94419,101.84666,100.5972,101.84666,,48.00842,-46.90247,,1600350.10184,1600569.43717,1600618.14147,1600640.28795,1600661.20436,1600714.3809,102.79627,102.79627,101.52189,102.79627,6.9918,318.98338,320.9493,318.98338,37.53151,6.9886,8.63778,6.9886,28.8172,28.81721,29.92891,28.81721,20.93527,49.43339,49.89606,49.43339,54.94419,101.84666,100.5972,101.84666,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.983333209157334e-05,-2.4416603311899765e-05,-2.2750001564625366e-05,-1.8583264365795715e-05,-2.4000069290402992e-05,-2.4000069290402992e-05
-329,2,7,8.87073,-329,9,21,19.23496,-329,11,10,0.90113,-329,11,30,14.7691,-329,12,20,20.35447,-328,2,7,22.66824,1600927.78651,1601154.21835,1601203.45445,1601224.03228,1601244.265,1601293.36141,312.18917,312.18917,314.08598,312.18917,220.46027,175.37093,173.47508,175.37093,251.92383,223.90031,223.20845,223.90031,244.18278,244.18278,244.21047,244.18278,236.59878,264.1251,264.85166,264.1251,267.9109,312.5168,314.41188,312.5168,,45.08934000000002,-44.60589999999996,,1600927.78651,1601154.21835,1601203.45445,1601224.03228,1601244.265,1601293.36141,312.18917,312.18917,314.08598,312.18917,220.46027,175.37093,173.47508,175.37093,251.92383,223.90031,223.20845,223.90031,244.18278,244.18278,244.21047,244.18278,236.59878,264.1251,264.85166,264.1251,267.9109,312.5168,314.41188,312.5168,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0250098943713768e-05,-1.7333429470661743e-05,-2.6916738763455017e-05,-2.483337016404019e-05,-2.1083166986707313e-05,-2.399983645975934e-05
-328,9,19,11.02625,-327,4,20,21.4346,-327,6,12,10.92551,-327,7,3,3.48358,-327,7,25,10.89209,-327,9,12,14.84808,1601517.87633,1601731.31001,1601783.87213,1601804.56205,1601826.87074,1601876.03557,173.80915,173.80915,171.89636,173.80915,70.569,24.17932,25.42142,24.17932,104.03946,75.98699,75.54217,75.98699,96.37994,96.37994,95.28452,96.37994,87.70418,118.36842,116.7204,118.36842,118.47377,166.82757,164.84625,166.82757,,46.38968,-48.35380000000001,,1601517.87633,1601731.31001,1601783.87213,1601804.56205,1601826.87074,1601876.03557,173.80915,173.80915,171.89636,173.80915,70.569,24.17932,25.42142,24.17932,104.03946,75.98699,75.54217,75.98699,96.37994,96.37994,95.28452,96.37994,87.70418,118.36842,116.7204,118.36842,118.47377,166.82757,164.84625,166.82757,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6916738763455017e-05,-2.566667103767739e-05,-2.4416603311899765e-05,-2.483337016404019e-05,-2.6916505932811363e-05,-2.4000069290402992e-05
-326,4,22,5.07697,-326,12,6,18.99204,-325,1,21,17.8577,-325,2,12,22.78473,-325,3,4,16.7319,-325,4,26,21.33554,1602097.62844,1602326.20823,1602372.16097,1602394.36626,1602414.11406,1602467.30588,25.23981,25.23982,26.4474,25.23982,297.96379,250.5387,250.78722,250.5387,326.7028,295.83185,297.44294,295.83185,317.71842,317.71842,319.65705,317.71842,310.43721,337.18277,339.17572,337.18277,344.85171,29.61111,30.69503,29.61111,,47.42509000000001,-44.75939999999997,,1602097.62844,1602326.20823,1602372.16097,1602394.36626,1602414.11406,1602467.30588,25.23981,25.23982,26.4474,25.23982,297.96379,250.5387,250.78722,250.5387,326.7028,295.83185,297.44294,295.83185,317.71842,317.71842,319.65705,317.71842,310.43721,337.18277,339.17572,337.18277,344.85171,29.61111,30.69503,29.61111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3583302438262566e-05,-1.9000031217936142e-05,-2.3166768416765793e-05,-2.0250098943713768e-05,-2.1500166669491394e-05,-2.3166768416765793e-05
-325,11,27,20.00354,-324,7,1,10.06533,-324,8,23,16.29439,-324,9,12,8.56531,-324,10,4,12.35515,-324,11,19,6.79747,1602682.25038,1602898.83629,1602952.09583,1602971.77379,1602993.9317,1603039.70013,241.47041,241.47041,241.39328,241.47041,139.63308,94.94756,93.89595,94.94756,173.83613,147.44265,145.42858,147.44265,166.83815,166.83815,164.85729,166.83815,158.19518,188.67802,187.00313,188.67802,186.65179,233.78952,233.4371,233.78952,,44.68552000000001,-47.137730000000005,,1602682.25038,1602898.83629,1602952.09583,1602971.77379,1602993.9317,1603039.70013,241.47041,241.47041,241.39328,241.47041,139.63308,94.94756,93.89595,94.94756,173.83613,147.44265,145.42858,147.44265,166.83815,166.83815,164.85729,166.83815,158.19518,188.67802,187.00313,188.67802,186.65179,233.78952,233.4371,233.78952,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3166768416765793e-05,-2.5249904185536964e-05,-2.1083399817350967e-05,-2.6083437889817818e-05,-2.6083437889817818e-05,-2.6083437889817818e-05
-323,7,7,5.31134,-322,2,11,19.80509,-322,4,1,9.77837,-322,4,23,14.34814,-322,5,14,10.51815,-322,7,6,16.36693,1603269.6382,1603489.24211,1603537.82433,1603560.01474,1603580.85515,1603634.09885,100.42719,100.42719,99.21783,100.42719,4.90595,316.87902,318.81695,316.87902,35.37852,4.76392,6.45198,4.76392,26.63581,26.63581,27.80707,26.63581,18.77513,47.1771,47.71126,47.1771,52.82271,99.65657,98.46623,99.65657,,48.02692999999999,-46.83386,,1603269.6382,1603489.24211,1603537.82433,1603560.01474,1603580.85515,1603634.09885,100.42719,100.42719,99.21783,100.42719,4.90595,316.87902,318.81695,316.87902,35.37852,4.76392,6.45198,4.76392,26.63581,26.63581,27.80707,26.63581,18.77513,47.1771,47.71126,47.1771,52.82271,99.65657,98.46623,99.65657,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.816649751365529e-05,-2.1916700690988167e-05,-2.1916700690988167e-05,-2.483337016404019e-05,-1.7749963492158516e-05,-1.8583264365795715e-05
-321,2,5,0.3316,-321,9,19,1.40623,-321,11,7,13.6356,-321,11,28,1.65656,-321,12,18,8.73158,-320,2,5,8.21095,1603847.43071,1604073.47549,1604122.98505,1604143.48592,1604163.78071,1604212.75902,309.92638,309.92638,311.78729,309.92638,217.75935,172.72663,170.80107,172.72663,249.43246,221.52555,220.7564,221.52555,241.73217,241.73217,241.67067,241.73217,234.11577,261.73566,262.37906,261.73566,265.35636,310.01096,311.87402,310.01096,,45.03272000000001,-44.654600000000016,,1603847.43071,1604073.47549,1604122.98505,1604143.48592,1604163.78071,1604212.75902,309.92638,309.92638,311.78729,309.92638,217.75935,172.72663,170.80107,172.72663,249.43246,221.52555,220.7564,221.52555,241.73217,241.73217,241.67067,241.73217,234.11577,261.73566,262.37906,261.73566,265.35636,310.01096,311.87402,310.01096,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7333429470661743e-05,-2.1083399817350967e-05,-2.4000069290402992e-05,-2.066663296521054e-05,-1.8166730344298943e-05,-2.1083399817350967e-05
-320,9,17,3.22906,-319,4,18,16.68718,-319,6,10,2.62463,-319,6,30,20.29211,-319,7,23,3.50193,-319,9,10,10.0476,1604437.55144,1604651.1122,1604703.52626,1604724.2624,1604746.56281,1604795.83555,171.57683,171.57683,169.64139,171.57683,68.53529,22.07225,23.37856,22.07225,101.86693,73.73399,73.37227,73.73399,94.17249,94.1725,93.14861,94.1725,85.52177,116.15282,114.55823,116.15282,116.38149,164.71832,162.72611,164.71832,,46.46304000000001,-48.336830000000006,,1604437.55144,1604651.1122,1604703.52626,1604724.2624,1604746.56281,1604795.83555,171.57683,171.57683,169.64139,171.57683,68.53529,22.07225,23.37856,22.07225,101.86693,73.73399,73.37227,73.73399,94.17249,94.1725,93.14861,94.1725,85.52177,116.15282,114.55823,116.15282,116.38149,164.71832,162.72611,164.71832,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.983333209157334e-05,-2.483337016404019e-05,-2.4416603311899765e-05,-1.9416565239432915e-05,-2.0250098943713768e-05,-2.4000069290402992e-05
-318,4,19,15.43707,-318,12,4,12.07043,-317,1,19,9.35186,-317,2,10,13.74097,-317,3,2,7.37136,-317,4,24,9.03513,1605017.06011,1605245.91983,1605291.80656,1605313.98944,1605333.72404,1605386.79336,22.76755,22.76755,24.05314,22.76755,295.71446,248.34234,248.51982,248.34234,324.40121,293.57044,295.14303,293.57044,315.43491,315.43492,317.36563,315.43492,308.17399,334.88626,336.90174,334.88626,342.49905,27.19385,28.36253,27.19385,,47.37211999999997,-44.69479999999999,,1605017.06011,1605245.91983,1605291.80656,1605313.98944,1605333.72404,1605386.79336,22.76755,22.76755,24.05314,22.76755,295.71446,248.34234,248.51982,248.34234,324.40121,293.57044,295.14303,293.57044,315.43491,315.43492,317.36563,315.43492,308.17399,334.88626,336.90174,334.88626,342.49905,27.19385,28.36253,27.19385,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2750001564625366e-05,-1.941679807007657e-05,-2.316653558612214e-05,-2.3583302438262566e-05,-2.4000069290402992e-05,-2.0250098943713768e-05
-317,11,25,12.92853,-316,6,28,20.04672,-316,8,21,4.66011,-316,9,9,21.841,-316,10,2,1.94224,-316,11,16,22.81743,1605601.95559,1605818.25218,1605871.61107,1605891.32694,1605913.49782,1605959.36762,239.26775,239.26775,239.11594,239.26775,137.18972,92.45974,91.49597,92.45974,171.49326,145.05275,143.06106,145.05275,164.48562,164.48563,162.49752,164.48563,155.81804,186.33829,184.62213,186.33829,184.33199,231.54969,231.12057,231.54969,,44.72998,-47.21770000000001,,1605601.95559,1605818.25218,1605871.61107,1605891.32694,1605913.49782,1605959.36762,239.26775,239.26775,239.11594,239.26775,137.18972,92.45974,91.49597,92.45974,171.49326,145.05275,143.06106,145.05275,164.48562,164.48563,162.49752,164.48563,155.81804,186.33829,184.62213,186.33829,184.33199,231.54969,231.12057,231.54969,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5249904185536964e-05,-2.4000069290402992e-05,-2.2750001564625366e-05,-2.2333467543128593e-05,-1.733319664001809e-05,-1.7749963492158516e-05
-315,7,4,16.62964,-314,2,9,15.10396,-314,3,30,2.87446,-314,4,21,8.25348,-314,5,12,2.66467,-314,7,4,11.48308,1606189.1098,1606409.04623,1606457.53667,1606479.76079,1606500.52793,1606553.89536,97.99427,97.99428,96.86916,97.99428,2.8322,314.77386,316.69445,314.77386,33.25307,2.56829,4.31023,2.56829,24.47342,24.47342,25.72033,24.47342,16.64172,44.94248,45.5659,44.94248,50.79642,97.5439,96.42742,97.5439,,48.05833999999999,-46.747479999999996,,1606189.1098,1606409.04623,1606457.53667,1606479.76079,1606500.52793,1606553.89536,97.99427,97.99428,96.86916,97.99428,2.8322,314.77386,316.69445,314.77386,33.25307,2.56829,4.31023,2.56829,24.47342,24.47342,25.72033,24.47342,16.64172,44.94248,45.5659,44.94248,50.79642,97.5439,96.42742,97.5439,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.233323471248494e-05,-2.233323471248494e-05,-2.483337016404019e-05,-1.9000031217936142e-05,-2.6083437889817818e-05,-2.233323471248494e-05
